rating,list_price,weight,brand,lifestage,itemnumber,specialdiet,product_list,foodform,breedsize,review_count,price,madein,company,foodtexture
4.9,"
                        $17.88",,,"all stages, adult",91012,"grain-free, gmo-free","weruva dogs in the kitchen lamburgini with lamb & pumpkin au jus grain-free dog food pouches,2.8-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",20,"
                        $17.04",,Weruva,pate
3.7,"
                        $20.28",,blue basics,adult,88197,"sensitive digestion, limited ingredient diet, grain-free, no corn no wheat no soy","blue buffalo basics limited ingredient grain-free salmon & potato small breed adult wet dog food,3-oz,case of 12",wet food,"extra small & toy breeds, small breeds",18,"
                        $16.99",united states,lue Buffalo,pate
4.6,"
                        $22.71",,purina,adult,102391,,"purina one smartblend true instinct classic ground with real turkey & venison canned dog food,13-oz,case of 12",wet food,"small breeds, medium breeds, large breeds, all breeds",7,"
                        $20.99",united states,Purina ONE,pate
4.7,"
                        $6.99",14 ounces,royal canin breed health nutrition,adult,99667,,"royal canin toy & miniature poodle adult canned dog food,3.5-oz,pack of 4",wet food,"small breeds, extra small & toy breeds",14,"
                        $5.94",united states,Royal Canin,pate
4.8,"
                        $23.88",9.4 pounds,,puppy,86749,,"nutro large breed puppy tender chicken & turkey recipe bites in gravy canned dog food,12.5-oz,case of 12",wet food,"large breeds, giant breeds",27,"
                        $21.48",united states,Nutro,chunks in gravy
5,"
                        $27.99",7.875 pounds,,adult,128543,,"cesar steak & poultry lover's variety pack dog food trays,3.5-oz,case of 36",wet food,"all breeds, small breeds, medium breeds, large breeds",4,"
                        $24.98",united states,Cesar,"pate, chunks in gravy"
4.8,"
                        $26.22",,blue life protection,adult,46833,no corn no wheat no soy,"blue buffalo homestyle recipe large breed chicken dinner with garden vegetables canned dog food,12.5-oz,case of 12",wet food,"large breeds, giant breeds",22,"
                        $23.99",united states,lue Buffalo,pate
5,"
                        $18.99",,purina,adult,100680,,"mighty dog hearty pulled-style chicken dinner in gravy canned dog food,5.5-oz,case of 24",wet food,"extra small & toy breeds, small breeds",14,"
                        $17.28",united states,Mighty Dog,shredded
5,"
                        $11.99",,,"adult, all stages",109431,"gmo-free, no corn no wheat no soy","nutro kitchen classics premium loaf variety pack: grass fed lamb & brown rice dinner and slow cooked chicken,rice & oatmeal dinner canned dog food,12.5-oz,case of 6",wet food,"small breeds, medium breeds, large breeds, all breeds",6,"
                        $10.79",united states,Nutro,pate
5,"
                        $34.68",,,"adult, all stages",93276,"no corn no wheat no soy, grain-free, organic","party animal cocolicious 95% organic turkey grain-free canned dog food,12.8-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",11,"
                        $32.74",united states,Party Animal,pate
4.8,"
                        $18.00",,,adult,47094,,"cesar sunrise breakfast with smoked bacon & egg dog food trays,3.5-oz,case of 24",wet food,"all breeds, small breeds, medium breeds, large breeds",13,"
                        $16.80",,Cesar,pate
5,"
                        $18.03",9.9 pounds,,puppy,114380,,"pedigree puppy chopped ground dinner with lamb & rice canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",4,"
                        $10.68",united states,Pedigree,minced
5,,,,"adult, all stages",113254,"gluten free, grain-free, limited ingredient diet, no corn no wheat no soy, low glycemic","zignature pork limited ingredient formula grain-free canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",7,"
                        $35.88",united states,Zignature,pate
4.6,"
                        $34.68",,wellness complete health,"adult, all stages",49213,no corn no wheat no soy,wellness complete health lamb & sweet potato formula canned dog food,wet food,"small breeds, medium breeds, large breeds, all breeds",31,"
                        $32.99",,Wellness,pate
,,3.75 pounds,purina,"adult, all stages",131004,,"purina beneful chopped blends variety pack wet dog food,10-oz,case of 6",wet food,"all breeds, large breeds, medium breeds, small breeds",,"
                        $10.58",united states,Purina Beneful,shredded
4.3,"
                        $42.96",,,adult,95639,"no corn no wheat no soy, sensitive digestion, grain-free, limited ingredient diet","natural balance l.i.d. limited ingredient diets white fish & sweet potato formula flaked grain-free wet dog food,2.75-oz,case of 24",wet food,"all breeds, small breeds, medium breeds, large breeds",12,"
                        $33.92",,Natural Balance,flaked
5,"
                        $20.89",,purina,adult,91725,,"purina one smartblend classic ground lamb & long grain rice entree adult canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",12,"
                        $15.24",united states,Purina ONE,pate
4.5,"
                        $23.88",9.4 pounds,,adult,86741,weight control,"nutro adult kitchen classics  healthy dinner with lamb & vegetables canned dog food,12.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",28,"
                        $21.49",united states,Nutro,pate
4.2,"
                        $19.99",,purina,adult,67450,,"purina pro plan focus adult large breed chicken & rice entree chunks in gravy canned dog food,13-oz,case of 12",wet food,"large breeds, giant breeds",13,"
                        $18.96",united states,Purina Pro Plan,chunks in gravy
4,"
                        $6.99",1.0 pounds,blue earth's essentials,adult,122553,no corn no wheat no soy,"blue buffalo earth's essentials pacific grill salmon & lentil recipe dog food roll,1-lb roll",wet food,"all breeds, small breeds, medium breeds, large breeds",5,"
                        $6.79",,lue Buffalo,pate
4.6,"
                        $28.85",9.6 pounds,,"adult, all stages",59998,"high-protein, no corn no wheat no soy, grain-free, gluten free","evanger's super premium chicken dinner grain-free canned dog food,12.8-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",46,"
                        $24.99",united states,Evanger's,pate
4.8,,,purina,adult,100682,,"mighty dog hearty pulled-style in gravy variety pack canned dog food,5.5-oz,case of 24",wet food,"extra small & toy breeds, small breeds",13,"
                        $18.99",united states,Mighty Dog,shredded
4.2,"
                        $31.50",,,"all stages, adult",73714,grain-free,"dave's pet food restricted diet protein & phosphorus farmyard blend in sauce grain-free canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",43,"
                        $29.88",united states,Dave's Pet Food,pate
4.7,"
                        $24.29",,purina,senior,93815,,"purina pro plan bright mind adult 7+ beef & brown rice entree wet dog food,10-oz tub,case of 8",wet food,"all breeds, small breeds, medium breeds, large breeds",16,"
                        $22.24",united states,Purina Pro Plan,chunks in gravy
4.7,"
                        $22.68",9.375 pounds,,adult,121984,,"eukanuba adult beef & vegetable stew canned dog food,12.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",13,"
                        $19.28",united states,Eukanuba,stew
4.9,"
                        $9.50",,,adult,93942,,"cesar classics pate beef and chicken & liver multipack dog food trays,3.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",18,"
                        $8.38",,Cesar,pate
4.5,"
                        $35.88",,,"adult, all stages",47860,"no corn no wheat no soy, gluten free, grain-free","merrick classic grain-free brauts-n-tots recipe canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",59,"
                        $30.63",united states,Merrick,chunks in gravy
4,"
                        $19.04",9.9 pounds,,"all stages, adult",114373,,"pedigree chunky ground dinner with turkey & bacon canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",1,"
                        $10.99",united states,Pedigree,minced
3.7,"
                        $38.28",,organix,"all stages, adult",65662,"gmo-free, grain-free, organic","castor & pollux organix grain-free butcher & bushel organic chicken wing & thigh dinner in gravy adult canned dog food,12.7-oz case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",49,"
                        $29.52",united states,Castor & Pollux,chunks in gravy
4.8,"
                        $39.99",,hill's,"adult, senior",109446,,"hill's science diet adult 7+ small & toy breed youthful vitality chicken & vegetable stew canned dog food,5.5-oz,case of 24",wet food,"small breeds, medium breeds, large breeds, all breeds",5,"
                        $32.79",united states,Hill's Science Diet,stew
4.9,"
                        $23.88",,,puppy,91999,,"chicken soup for the soul puppy canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",49,"
                        $17.49",united states,Chicken Soup,pate
4.4,"
                        $38.28",,organix,"all stages, adult",65664,"gmo-free, grain-free, organic","castor & pollux organix grain-free butcher & bushel organic carved turkey dinner in gravy adult canned dog food,12.7-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",28,"
                        $30.50",united states,Castor & Pollux,chunks in gravy
4.6,"
                        $34.68",,wellness simple,adult,51714,"sensitive digestion, limited ingredient diet, gluten free, no corn no wheat no soy","wellness simple limited ingredient diet duck & oatmeal formula canned dog food,12.5-oz,case of 12",wet food,"small breeds, medium breeds, large breeds, all breeds",23,"
                        $32.99",,Wellness,pate
4.8,"
                        $27.56",14.87 ounces,purina,"adult, all stages",111056,"grain-free, no corn no wheat no soy","purina beyond grain-free chicken,lamb & spinach recipe ground entree canned dog food,13-oz,case of 12",wet food,"small breeds, medium breeds, large breeds, all breeds",9,"
                        $22.56",united states,Purina Beyond,pate
